UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5890,L02953,L,299.4,309.5,1649,35.4,15,0,0,0,0,0,0
5891,M01761,M,298.4,307.3,1643,47.0,18,0,0,0,0,0,0
5892,M01762,M,300.9,310.9,1522,34.5,21,0,0,0,0,0,0
5893,L02954,L,301.8,310.8,1531,31.3,23,0,0,0,0,0,0
5894,L02955,L,300.4,309.5,1500,34.8,25,0,0,0,0,0,0
5895,L02956,L,298.4,308.0,1666,44.6,27,0,0,0,0,0,0
5896,L02957,L,300.9,311.4,1444,46.8,29,0,0,0,0,0,0
5897,H01178,H,299.2,309.7,1466,37.6,34,0,0,0,0,0,0
5898,L02958,L,301.5,312.1,1510,28.8,36,0,0,0,0,0,0
5899,H01179,H,303.0,311.4,1423,30.7,41,0,0,0,0,0,0
5900,M01763,M,294.8,304.8,1479,33.6,44,0,0,0,0,0,0
5901,M01764,M,300.2,310.0,1652,32.2,47,0,0,0,0,0,0
5902,M01765,M,296.5,305.0,1603,41.6,50,0,0,0,0,0,0
5903,L02959,L,304.9,314.9,1496,51.6,52,0,0,0,0,0,0
5904,L02960,L,299.1,308.8,1618,44.8,54,0,0,0,0,0,0
5905,L02961,L,301.5,312.0,1746,33.2,56,0,0,0,0,0,0
5906,M01766,M,299.9,310.0,1569,35.8,59,0,0,0,0,0,0
5907,L02962,L,298.4,307.8,1680,37.0,61,0,0,0,0,0,0
5908,M01767,M,298.2,309.1,1623,42.3,64,0,0,0,0,0,0
5909,L02963,L,303.2,311.0,1509,49.4,66,0,0,0,0,0,0
5910,L02964,L,301.9,311.8,1558,37.2,68,0,0,0,0,0,0
5911,L02965,L,303.9,312.1,1591,49.2,70,0,0,0,0,0,0
5912,H01180,H,300.1,309.2,1464,52.6,75,0,0,0,0,0,0
5913,M01768,M,300.6,311.1,1277,37.9,78,0,0,0,0,0,0
5914,L02966,L,299.5,308.2,1455,37.7,80,0,0,0,0,0,0
5915,M01769,M,299.4,308.0,1322,37.8,83,1,0,1,0,0,0
5916,L02967,L,297.9,310.3,1463,40.4,85,0,0,0,0,0,0
5917,H01181,H,300.2,308.8,1367,37.9,90,0,0,0,0,0,0
5918,M01770,M,298.4,310.1,1626,45.3,93,0,0,0,0,0,0
5919,L02968,L,300.9,310.7,1420,30.7,95,0,0,0,0,0,0
5920,M01771,M,300.3,309.8,1592,36.8,98,0,0,0,0,0,0
5921,L02969,L,300.6,311.1,1615,42.0,100,0,0,0,0,0,0
5922,H01182,H,303.4,314.7,1608,45.2,105,0,0,0,0,0,0
5923,L02970,L,299.9,308.8,1351,53.2,107,0,0,0,0,0,0
5924,M01772,M,301.5,311.0,1650,32.3,110,0,0,0,0,0,0
5925,L02971,L,304.1,314.9,1580,36.1,112,0,0,0,0,0,0
5926,M01773,M,302.6,312.9,1618,26.4,115,0,0,0,0,0,0
5927,M01774,M,302.3,313.4,1721,33.3,118,0,0,0,0,0,0
5928,M01775,M,299.4,309.9,1617,29.4,121,0,0,0,0,0,0
5929,M01776,M,300.5,312.3,1420,36.9,124,0,0,0,0,0,0
5930,H01183,H,297.4,307.5,1603,38.6,129,0,0,0,0,0,0
5931,L02972,L,301.0,311.2,1388,42.8,131,0,0,0,0,0,0
5932,L02973,L,300.5,310.9,1532,38.2,133,0,0,0,0,0,0
5933,L02974,L,300.0,309.9,1488,42.8,135,0,0,0,0,0,0
5934,H01184,H,302.1,312.9,1539,40.7,140,0,0,0,0,0,0
5935,L02975,L,297.6,307.8,1387,33.8,142,0,0,0,0,0,0
5936,M01777,M,303.3,314.1,1399,29.9,145,0,0,0,0,0,0
5937,M01778,M,301.8,312.7,1493,43.5,148,0,0,0,0,0,0
5938,L02976,L,299.9,310.3,1516,49.9,150,0,0,0,0,0,0
5939,L02977,L,299.7,310.2,1495,55.2,152,0,0,0,0,0,0
5940,L02978,L,301.0,310.0,1683,45.6,154,0,0,0,0,0,0
5941,L02979,L,303.0,312.5,1580,48.7,156,0,0,0,0,0,0
5942,L02980,L,300.2,311.0,1578,42.8,158,0,0,0,0,0,0
5943,L02981,L,300.3,311.7,1500,41.8,160,0,0,0,0,0,0
5944,H01185,H,300.0,308.1,1399,40.7,165,0,0,0,0,0,0
5945,H01186,H,303.6,313.0,1538,39.4,170,0,0,0,0,0,0
5946,L02982,L,299.3,309.3,1719,43.6,172,0,0,0,0,0,0
5947,L02983,L,299.9,309.1,1560,36.9,174,0,0,0,0,0,0
5948,L02984,L,302.9,312.1,1649,39.1,176,0,0,0,0,0,0
5949,M01779,M,300.3,310.8,1662,32.9,179,0,0,0,0,0,0
5950,H01187,H,302.3,313.9,1594,42.8,184,0,0,0,0,0,0
5951,L02985,L,298.2,306.1,1560,34.2,186,0,0,0,0,0,0
5952,L02986,L,299.6,309.4,1439,40.2,188,0,0,0,0,0,0
5953,M01780,M,303.0,313.4,1517,43.0,191,0,0,0,0,0,0
5954,M01781,M,298.6,309.4,1502,43.5,194,0,0,0,0,0,0
5955,L02987,L,299.7,310.0,1571,44.6,196,0,0,0,0,0,0
5956,M01782,M,300.5,312.3,1397,38.7,199,0,0,0,0,0,0
5957,L02988,L,298.0,308.1,1484,42.9,201,0,0,0,0,0,0
5958,L02989,L,299.2,310.5,1578,37.1,203,0,0,0,0,0,0
5959,M01783,M,300.2,309.6,1468,28.2,206,0,0,0,0,0,0
5960,H01188,H,300.1,310.2,1446,43.2,211,0,0,0,0,0,0
5961,L02990,L,302.6,311.3,1459,41.8,2,0,0,0,0,0,0
5962,H01189,H,303.1,314.0,1511,46.1,7,0,0,0,0,0,0
5963,L02991,L,298.3,308.2,1300,39.8,9,0,0,0,0,0,0
5964,M01784,M,300.2,310.6,1463,30.4,12,0,0,0,0,0,0
5965,L02992,L,301.3,311.0,1633,39.5,14,0,0,0,0,0,0
5966,H01190,H,303.0,313.6,1570,45.3,19,0,0,0,0,0,0
5967,H01191,H,301.4,311.8,1580,42.9,24,0,0,0,0,0,0
5968,L02993,L,300.6,309.6,1355,39.1,26,0,0,0,0,0,0
5969,H01192,H,301.3,310.4,1497,30.0,31,0,0,0,0,0,0
5970,H01193,H,301.3,311.3,1526,33.8,36,0,0,0,0,0,0
5971,M01785,M,298.1,308.8,1584,42.9,39,0,0,0,0,0,0
5972,L02994,L,300.4,312.2,1649,30.0,41,0,0,0,0,0,0
5973,H01194,H,302.9,313.2,1633,38.1,46,0,0,0,0,0,0
5974,H01195,H,299.6,310.6,1479,40.2,51,0,0,0,0,0,0
5975,L02995,L,300.3,308.6,1482,46.9,53,0,0,0,0,0,0
5976,H01196,H,299.5,311.5,1679,43.7,58,0,0,0,0,0,0
5977,L02996,L,295.4,306.0,1502,45.8,60,0,0,0,0,0,0
5978,L02997,L,300.0,310.0,1430,41.8,62,0,0,0,0,0,0
5979,M01786,M,300.6,310.4,1517,34.9,65,0,0,0,0,0,0
5980,M01787,M,299.0,307.9,1673,36.3,68,0,0,0,0,0,0
5981,M01788,M,297.7,306.9,1448,34.4,71,0,0,0,0,0,0
5982,L02998,L,298.2,310.1,1495,43.5,73,0,0,0,0,0,0
5983,H01197,H,301.5,310.5,1452,35.8,78,0,0,0,0,0,0
5984,L02999,L,303.9,312.9,1634,37.6,80,0,0,0,0,0,0
5985,L03000,L,302.8,312.1,1567,40.1,82,0,0,0,0,0,0
5986,L03001,L,297.3,306.1,1631,49.8,84,0,0,0,0,0,0
5987,M01789,M,301.7,311.7,1695,43.9,87,0,0,0,0,0,0
5988,H01198,H,298.7,309.8,1387,35.4,92,0,0,0,0,0,0
5989,M01790,M,298.8,308.2,1462,40.9,95,0,0,0,0,0,0
5990,H01199,H,299.1,307.7,1495,49.9,100,0,0,0,0,0,0
5991,L03002,L,301.4,311.7,1545,43.7,102,0,0,0,0,0,0
5992,M01791,M,301.9,311.9,1589,30.4,105,0,0,0,0,0,0
5993,L03003,L,299.8,310.8,1489,34.5,107,0,0,0,0,0,0
5994,L03004,L,299.8,309.4,1469,34.0,109,0,0,0,0,0,0
5995,L03005,L,300.9,310.7,1634,48.6,111,0,0,0,0,0,0
5996,M01792,M,301.1,311.0,1593,47.5,114,0,0,0,0,0,0
5997,M01793,M,302.4,312.4,1570,36.2,117,0,0,0,0,0,0
5998,M01794,M,297.4,307.0,1323,36.1,120,0,0,0,0,0,0
5999,L03006,L,300.0,309.5,1659,40.3,122,0,0,0,0,0,0
6000,L03007,L,297.9,306.0,1556,40.4,124,0,0,0,0,0,0
6001,M01795,M,299.9,309.3,1522,34.2,127,0,0,0,0,0,0
6002,L03008,L,299.5,310.3,1456,38.5,129,0,0,0,0,0,0
6003,H01200,H,299.9,310.8,1475,31.3,134,0,0,0,0,0,0
6004,M01796,M,298.4,307.9,1449,47.6,137,0,0,0,0,0,0
6005,L03009,L,297.0,308.3,1338,29.4,139,0,0,0,0,0,0
6006,H01201,H,295.8,305.8,1456,29.4,144,0,0,0,0,0,0
6007,M01797,M,299.7,308.4,1378,42.6,147,0,0,0,0,0,0
6008,L03010,L,299.1,307.5,1532,32.6,149,0,0,0,0,0,0
6009,M01798,M,298.6,309.9,1423,37.0,152,0,0,0,0,0,0
6010,L03011,L,302.6,312.3,1611,40.4,154,0,0,0,0,0,0
6011,H01202,H,298.3,307.1,1372,44.1,159,0,0,0,0,0,0
6012,H01203,H,302.8,310.6,1657,38.7,164,0,0,0,0,0,0
6013,H01204,H,303.2,312.9,1622,50.7,169,0,0,0,0,0,0
6014,M01799,M,296.1,306.5,1431,40.0,172,0,0,0,0,0,0
6015,L03012,L,300.2,309.5,1529,47.1,174,0,0,0,0,0,0
6016,M01800,M,299.2,308.1,1453,41.7,177,0,0,0,0,0,0
6017,L03013,L,294.2,303.6,1596,52.8,179,0,0,0,0,0,0
6018,M01801,M,297.1,308.4,1718,46.4,182,0,0,0,0,0,0
6019,M01802,M,301.5,310.2,1656,40.3,185,0,0,0,0,0,0
6020,L03014,L,304.0,313.4,1469,43.8,187,0,0,0,0,0,0
6021,L03015,L,301.8,313.0,1549,38.4,189,0,0,0,0,0,0
6022,H01205,H,300.6,311.1,1690,38.4,194,0,0,0,0,0,0
6023,H01206,H,300.0,310.1,1590,32.2,199,0,0,0,0,0,0
6024,L03016,L,303.4,312.7,1639,35.2,201,0,0,0,0,0,0
6025,L03017,L,304.3,314.3,1603,52.4,203,0,0,0,0,0,0
6026,L03018,L,298.8,308.3,1546,32.8,205,0,0,0,0,0,0
6027,H01207,H,296.0,305.1,1531,36.1,210,0,0,0,0,0,0
6028,L03019,L,295.8,304.7,1417,39.4,212,0,0,0,0,0,0
6029,M01803,M,302.6,313.4,1461,39.6,3,0,0,0,0,0,0
6030,L03020,L,299.9,309.8,1448,42.3,5,0,0,0,0,0,0
6031,M01804,M,300.4,310.7,1503,37.2,8,0,0,0,0,0,0
6032,L03021,L,296.4,306.6,1548,42.7,10,0,0,0,0,0,0
6033,M01805,M,298.5,308.9,1527,46.9,13,0,0,0,0,0,0
6034,L03022,L,299.4,309.2,1560,47.6,15,0,0,0,0,0,0
6035,M01806,M,300.4,309.9,1604,38.4,18,0,0,0,0,0,0
6036,L03023,L,299.2,308.4,1496,43.7,20,0,0,0,0,0,0
6037,M01807,M,297.9,306.5,1612,33.1,23,0,0,0,0,0,0
6038,H01208,H,298.4,307.3,1652,35.7,28,0,0,0,0,0,0
6039,L03024,L,302.4,312.1,1580,33.0,30,0,0,0,0,0,0
6040,H01209,H,300.5,308.9,1484,39.7,35,0,0,0,0,0,0
6041,M01808,M,301.2,309.8,1633,34.8,38,0,0,0,0,0,0
6042,L03025,L,298.2,309.2,1586,30.9,40,0,0,0,0,0,0
6043,L03026,L,294.1,304.3,1600,37.7,42,0,0,0,0,0,0
6044,L03027,L,299.0,308.5,1692,29.6,44,0,0,0,0,0,0
6045,M01809,M,298.3,310.5,1609,48.0,47,0,0,0,0,0,0
6046,M01810,M,300.7,309.0,1695,36.7,50,0,0,0,0,0,0
6047,L03028,L,306.6,317.5,1523,45.9,52,0,0,0,0,0,0
6048,M01811,M,301.4,311.3,1495,37.0,55,0,0,0,0,0,0
6049,H01210,H,305.5,316.3,1653,32.8,60,0,0,0,0,0,0
6050,H01211,H,301.1,311.2,1439,47.1,65,0,0,0,0,0,0
6051,M01812,M,298.7,306.9,1727,40.5,68,0,0,0,0,0,0
6052,H01212,H,300.7,310.8,1668,51.3,73,0,0,0,0,0,0
6053,M01813,M,303.6,313.9,1547,37.2,76,0,0,0,0,0,0
6054,L03029,L,303.7,311.5,1658,37.3,78,0,0,0,0,0,0
6055,H01213,H,298.8,310.8,1604,46.0,83,0,0,0,0,0,0
6056,L03030,L,300.5,310.8,1409,46.1,85,0,0,0,0,0,0
6057,L03031,L,297.1,307.8,1456,40.9,87,0,0,0,0,0,0
6058,L03032,L,301.6,310.5,1567,60.0,89,1,0,0,1,0,0
6059,H01214,H,303.1,313.8,1554,38.3,94,0,0,0,0,0,0
6060,H01215,H,300.1,311.2,1669,32.4,99,0,0,0,0,0,0
6061,L03033,L,298.7,308.9,1568,34.0,101,0,0,0,0,0,0
6062,L03034,L,300.7,310.7,1411,38.4,103,0,0,0,0,0,0
6063,L03035,L,300.8,309.9,1483,49.1,105,0,0,0,0,0,0
6064,M01814,M,300.2,309.9,1612,38.9,108,0,0,0,0,0,0
6065,L03036,L,300.4,309.8,1356,49.4,110,0,0,0,0,0,0
6066,M01815,M,299.7,310.2,1397,42.6,113,0,0,0,0,0,0
6067,L03037,L,302.0,311.1,1501,46.5,115,0,0,0,0,0,0
6068,L03038,L,301.5,312.0,1631,42.3,117,0,0,0,0,0,0
6069,L03039,L,298.0,307.2,1516,42.3,119,0,0,0,0,0,0
6070,L03040,L,298.0,307.7,1584,44.5,121,0,0,0,0,0,0
6071,H01216,H,299.5,310.1,1538,36.6,126,0,0,0,0,0,0
6072,L03041,L,301.5,310.8,1524,36.7,128,0,0,0,0,0,0
6073,L03042,L,300.3,310.9,1473,42.1,130,0,0,0,0,0,0
6074,L03043,L,298.7,309.3,1622,51.6,132,0,0,0,0,0,0
6075,L03044,L,300.5,310.3,1413,30.8,134,0,0,0,0,0,0
6076,L03045,L,299.3,310.5,1515,27.8,136,0,0,0,0,0,0
6077,L03046,L,301.8,311.8,1653,38.4,138,0,0,0,0,0,0
6078,M01816,M,300.7,311.8,1462,46.2,141,0,0,0,0,0,0
6079,M01817,M,299.4,311.2,1382,40.3,144,0,0,0,0,0,0
6080,L03047,L,300.5,310.2,1326,33.0,146,0,0,0,0,0,0
6081,L03048,L,302.6,313.3,1605,40.5,148,0,0,0,0,0,0
6082,H01217,H,298.9,308.2,1611,29.6,153,0,0,0,0,0,0
6083,L03049,L,300.8,309.8,1504,43.8,155,0,0,0,0,0,0
6084,L03050,L,299.9,309.7,1411,38.1,157,0,0,0,0,0,0
6085,L03051,L,300.9,309.5,1523,39.5,159,0,0,0,0,0,0
6086,L03052,L,298.7,307.8,1656,42.6,161,0,0,0,0,0,0
6087,M01818,M,300.2,310.8,1411,41.2,164,0,0,0,0,0,0
6088,L03053,L,302.2,311.7,1644,36.8,166,0,0,0,0,0,0
6089,M01819,M,298.1,308.8,1368,46.2,169,0,0,0,0,0,0
6090,L03054,L,297.3,307.6,1424,44.8,171,0,0,0,0,0,0
6091,L03055,L,297.4,309.3,1549,29.4,173,0,0,0,0,0,0
6092,M01820,M,297.7,308.2,1633,38.6,176,0,0,0,0,0,0
6093,L03056,L,301.2,312.3,1685,33.5,178,0,0,0,0,0,0
6094,M01821,M,297.2,307.6,1637,32.4,181,1,0,0,0,0,1
6095,L03057,L,299.4,309.7,1693,43.2,183,0,0,0,0,0,0
6096,M01822,M,301.2,312.4,1556,37.5,186,0,0,0,0,0,0
6097,L03058,L,300.8,311.5,1476,39.1,188,0,0,0,0,0,0
6098,H01218,H,299.2,309.4,1656,36.0,193,0,0,0,0,0,0
6099,L03059,L,300.4,310.6,1674,42.2,195,0,0,0,0,0,0
6100,H01219,H,300.2,310.8,1631,44.1,200,0,0,0,0,0,0
6101,L03060,L,299.6,308.9,1599,53.0,202,0,0,0,0,0,0
6102,M01823,M,299.6,308.9,1677,38.9,205,0,0,0,0,0,0
6103,L03061,L,304.5,315.9,1572,31.3,207,0,0,0,0,0,0
6104,H01220,H,301.6,313.5,1536,37.0,212,0,0,0,0,0,0
6105,L03062,L,305.0,314.0,1611,45.1,2,0,0,0,0,0,0
6106,L03063,L,299.0,308.3,1586,35.4,4,0,0,0,0,0,0
6107,L03064,L,299.8,311.0,1627,31.1,6,0,0,0,0,0,0
6108,L03065,L,297.3,307.9,1525,35.5,8,0,0,0,0,0,0
6109,L03066,L,298.4,309.1,1629,36.8,10,0,0,0,0,0,0
6110,H01221,H,303.8,314.7,1624,33.5,15,0,0,0,0,0,0
6111,H01222,H,299.0,308.7,1559,41.3,20,0,0,0,0,0,0
6112,L03067,L,303.8,314.2,1463,39.5,22,0,0,0,0,0,0
6113,H01223,H,297.5,307.8,1662,44.7,27,0,0,0,0,0,0
6114,M01824,M,297.9,307.0,1417,37.3,30,0,0,0,0,0,0
6115,L03068,L,299.3,309.6,1442,43.3,32,0,0,0,0,0,0
6116,M01825,M,299.9,311.1,1555,37.0,35,0,0,0,0,0,0
6117,M01826,M,301.8,311.5,1287,33.2,38,0,0,0,0,0,0
6118,H01224,H,300.9,311.1,1692,36.7,43,0,0,0,0,0,0
6119,L03069,L,299.2,309.4,1539,30.3,45,0,0,0,0,0,0
6120,M01827,M,299.7,309.4,1692,50.7,48,0,0,0,0,0,0
6121,L03070,L,299.4,310.0,1718,40.9,50,0,0,0,0,0,0
6122,L03071,L,298.2,307.5,1523,35.2,52,0,0,0,0,0,0
6123,L03072,L,298.2,309.6,1673,37.7,54,0,0,0,0,0,0
6124,H01225,H,302.1,312.7,1432,25.3,59,0,0,0,0,0,0
6125,H01226,H,296.3,305.4,1581,48.6,64,0,0,0,0,0,0
6126,M01828,M,303.2,314.9,1491,48.0,67,0,0,0,0,0,0
6127,M01829,M,299.3,309.5,1608,40.6,70,0,0,0,0,0,0
6128,L03073,L,298.5,307.7,1626,41.9,72,0,0,0,0,0,0
6129,L03074,L,301.5,312.6,1522,32.4,74,0,0,0,0,0,0
6130,L03075,L,303.0,313.5,1592,32.8,76,0,0,0,0,0,0
6131,L03076,L,302.2,310.5,1632,29.8,78,0,0,0,0,0,0
6132,M01830,M,301.0,310.5,1557,39.0,81,0,0,0,0,0,0
6133,M01831,M,302.2,312.5,1792,46.4,84,0,0,0,0,0,0
6134,L03077,L,296.6,304.4,1524,37.7,86,0,0,0,0,0,0
6135,L03078,L,299.0,309.0,1704,42.1,88,0,0,0,0,0,0
6136,L03079,L,298.2,308.3,1653,45.9,90,0,0,0,0,0,0
6137,L03080,L,302.4,311.3,1352,30.3,92,0,0,0,0,0,0
6138,H01227,H,299.2,309.5,1687,51.1,97,1,0,0,1,0,0
6139,M01832,M,301.7,311.7,1645,46.9,100,0,0,0,0,0,0
6140,H01228,H,301.1,309.9,1549,43.1,105,0,0,0,0,0,0
6141,L03081,L,298.3,309.2,1575,45.5,107,0,0,0,0,0,0
6142,L03082,L,298.8,309.7,1587,45.8,109,0,0,0,0,0,0
6143,L03083,L,302.6,312.3,1676,41.8,111,0,0,0,0,0,0
6144,H01229,H,298.4,308.3,1497,48.6,116,0,0,0,0,0,0
6145,M01833,M,300.2,311.0,1697,37.3,119,0,0,0,0,0,0
6146,L03084,L,298.4,308.2,1430,42.8,121,0,0,0,0,0,0
6147,M01834,M,299.4,307.4,1362,47.9,124,1,0,1,0,0,0
6148,L03085,L,299.9,310.4,1597,23.9,126,0,0,0,0,0,0
6149,M01835,M,298.4,307.6,1664,42.6,129,0,0,0,0,0,0
6150,H01230,H,298.1,307.7,1520,44.3,134,0,0,0,0,0,0
6151,M01836,M,300.6,312.0,1312,29.7,137,0,0,0,0,0,0
6152,M01837,M,298.3,308.2,1389,41.7,140,0,0,0,0,0,0
6153,L03086,L,298.4,308.4,1582,35.2,142,0,0,0,0,0,0
6154,L03087,L,298.1,308.6,1537,42.4,144,0,0,0,0,0,0
6155,L03088,L,299.8,310.3,1666,39.4,146,0,0,0,0,0,0
6156,L03089,L,301.9,311.0,1545,34.3,148,0,0,0,0,0,0
6157,M01838,M,303.0,313.0,1464,46.7,151,0,0,0,0,0,0
6158,M01839,M,298.5,308.6,1569,37.5,154,0,0,0,0,0,0
6159,L03090,L,304.3,314.6,1640,41.6,156,0,0,0,0,0,0
6160,H01231,H,298.0,308.3,1673,47.9,161,0,0,0,0,0,0
6161,L03091,L,302.2,314.8,1527,34.5,163,0,0,0,0,0,0
6162,L03092,L,298.6,307.4,1545,40.0,165,0,0,0,0,0,0
6163,L03093,L,298.3,309.2,1616,37.0,167,0,0,0,0,0,0
6164,L03094,L,298.5,309.7,1463,38.4,169,0,0,0,0,0,0
6165,L03095,L,299.9,310.4,1612,52.9,171,0,0,0,0,0,0
6166,L03096,L,301.2,310.5,1515,42.7,173,0,0,0,0,0,0
6167,L03097,L,301.3,313.0,1530,41.9,175,0,0,0,0,0,0
6168,H01232,H,298.1,305.9,1538,43.1,180,0,0,0,0,0,0
6169,L03098,L,298.0,307.3,1551,42.6,182,0,0,0,0,0,0
6170,L03099,L,298.2,309.3,1729,29.0,184,0,0,0,0,0,0
6171,L03100,L,299.8,309.4,1491,53.8,186,0,0,0,0,0,0
6172,M01840,M,299.6,311.2,1496,31.2,189,0,0,0,0,0,0
6173,L03101,L,298.1,306.6,1683,50.4,191,0,0,0,0,0,0
6174,H01233,H,300.5,309.4,1582,43.7,196,0,0,0,0,0,0
6175,M01841,M,304.5,314.0,1615,41.1,199,0,0,0,0,0,0
6176,M01842,M,299.0,309.4,1435,38.2,202,0,0,0,0,0,0
6177,M01843,M,299.1,308.9,1563,55.6,205,1,0,0,1,0,0
6178,L03102,L,301.1,310.6,1619,43.6,207,0,0,0,0,0,0
6179,L03103,L,298.9,310.3,1471,40.1,209,0,0,0,0,0,0
6180,L03104,L,301.3,312.9,1601,36.8,211,0,0,0,0,0,0
6181,M01844,M,298.6,308.1,1518,36.1,214,0,0,0,0,0,0
6182,L03105,L,303.7,312.0,1473,40.3,216,0,0,0,0,0,0
6183,L03106,L,300.7,308.5,1639,34.4,2,0,0,0,0,0,0
6184,H01234,H,298.8,309.0,1652,44.1,7,0,0,0,0,0,0
6185,L03107,L,298.8,309.5,1551,36.1,9,0,0,0,0,0,0
6186,H01235,H,299.0,309.0,1583,46.0,14,0,0,0,0,0,0
6187,M01845,M,302.7,312.7,1670,45.9,17,0,0,0,0,0,0
6188,L03108,L,297.5,306.7,1498,39.7,19,0,0,0,0,0,0
6189,L03109,L,298.7,309.3,1573,43.5,21,0,0,0,0,0,0
6190,L03110,L,298.9,310.6,1499,43.8,23,0,0,0,0,0,0
6191,M01846,M,300.0,307.8,1436,31.2,26,0,0,0,0,0,0
6192,M01847,M,299.5,309.4,1499,50.4,29,0,0,0,0,0,0
6193,M01848,M,297.0,306.0,1426,38.5,32,0,0,0,0,0,0
6194,H01236,H,299.2,307.7,1581,44.2,37,0,0,0,0,0,0
6195,M01849,M,299.8,308.7,1461,44.3,40,0,0,0,0,0,0
6196,L03111,L,298.7,309.1,1398,25.1,42,0,0,0,0,0,0
6197,L03112,L,301.4,311.8,1612,36.1,44,0,0,0,0,0,0
6198,H01237,H,301.8,313.3,1606,45.0,49,0,0,0,0,0,0
6199,L03113,L,299.8,309.9,1505,40.4,51,0,0,0,0,0,0
6200,L03114,L,300.5,308.7,1608,44.1,53,0,0,0,0,0,0
6201,M01850,M,295.7,305.4,1457,40.6,56,0,0,0,0,0,0
6202,L03115,L,299.2,307.8,1501,47.4,58,0,0,0,0,0,0
6203,H01238,H,302.0,310.8,1579,40.7,63,0,0,0,0,0,0
6204,M01851,M,299.2,309.7,1641,48.5,66,0,0,0,0,0,0
6205,L03116,L,298.5,308.7,1500,34.1,68,0,0,0,0,0,0
6206,H01239,H,304.6,315.1,1478,39.2,73,0,0,0,0,0,0
6207,L03117,L,303.6,313.3,1636,36.4,75,0,0,0,0,0,0
6208,L03118,L,300.9,311.7,1599,42.3,77,0,0,0,0,0,0
6209,L03119,L,302.3,311.9,1553,38.3,79,0,0,0,0,0,0
6210,L03120,L,295.5,306.7,1656,38.6,81,0,0,0,0,0,0
6211,L03121,L,298.4,308.8,1733,35.8,83,0,0,0,0,0,0
6212,L03122,L,299.1,308.9,1575,37.2,85,0,0,0,0,0,0
6213,L03123,L,299.5,309.7,1479,39.9,87,0,0,0,0,0,0
6214,L03124,L,299.0,309.0,1588,27.9,89,0,0,0,0,0,0
6215,M01852,M,294.9,306.5,1456,26.2,92,0,0,0,0,0,0
6216,H01240,H,300.8,311.0,1662,40.4,97,0,0,0,0,0,0
6217,L03125,L,301.1,311.1,1468,23.4,99,0,0,0,0,0,0
6218,L03126,L,303.2,313.0,1519,38.8,101,0,0,0,0,0,0
6219,L03127,L,298.4,309.3,1454,37.7,103,0,0,0,0,0,0
6220,L03128,L,298.3,309.0,1556,43.3,105,0,0,0,0,0,0
6221,M01853,M,294.6,304.4,1560,36.0,108,0,0,0,0,0,0
6222,M01854,M,299.4,308.3,1612,49.4,111,0,0,0,0,0,0
6223,L03129,L,301.8,310.9,1550,45.1,113,0,0,0,0,0,0
6224,L03130,L,298.8,308.6,1543,30.9,115,0,0,0,0,0,0
6225,L03131,L,304.3,315.6,1481,38.3,117,0,0,0,0,0,0
6226,M01855,M,299.5,309.2,1509,49.2,120,0,0,0,0,0,0
6227,L03132,L,300.3,309.7,1399,35.8,122,0,0,0,0,0,0
6228,H01241,H,297.3,305.5,1677,39.7,127,0,0,0,0,0,0
6229,M01856,M,300.6,312.1,1529,48.4,130,0,0,0,0,0,0
6230,L03133,L,296.0,306.6,1702,36.8,132,0,0,0,0,0,0
6231,M01857,M,301.4,312.2,1526,46.7,135,0,0,0,0,0,0
6232,H01242,H,301.4,312.4,1348,34.5,140,0,0,0,0,0,0
6233,M01858,M,302.7,312.6,1493,22.7,143,0,0,0,0,0,0
6234,L03134,L,298.0,308.0,1538,47.4,145,0,0,0,0,0,0
6235,L03135,L,300.3,311.8,1545,42.6,147,0,0,0,0,0,0
6236,H01243,H,301.1,311.3,1606,43.0,152,0,0,0,0,0,0
6237,M01859,M,300.9,311.5,1555,33.4,155,0,0,0,0,0,0
6238,M01860,M,298.3,309.1,1504,33.9,158,0,0,0,0,0,0
6239,H01244,H,295.2,305.9,1447,46.9,163,0,0,0,0,0,0
6240,H01245,H,300.7,310.6,1497,41.5,168,0,0,0,0,0,0
6241,H01246,H,299.7,309.7,1598,39.3,173,0,0,0,0,0,0
6242,L03136,L,298.9,309.6,1624,41.3,175,0,0,0,0,0,0
6243,M01861,M,301.5,312.3,1471,49.1,178,0,0,0,0,0,0
6244,M01862,M,299.9,311.1,1639,44.3,181,0,0,0,0,0,0
6245,M01863,M,297.4,307.9,1595,37.2,184,0,0,0,0,0,0
6246,M01864,M,296.1,306.7,1449,31.6,187,0,0,0,0,0,0
6247,L03137,L,297.7,307.3,1563,43.5,189,0,0,0,0,0,0
6248,M01865,M,304.8,314.2,1575,34.5,192,0,0,0,0,0,0
6249,M01866,M,301.4,312.2,1432,32.9,195,0,0,0,0,0,0
6250,L03138,L,300.4,309.8,1402,47.9,197,0,0,0,0,0,0
6251,L03139,L,299.6,309.6,1585,45.2,199,0,0,0,0,0,0
6252,L03140,L,299.5,310.9,1493,42.3,201,0,0,0,0,0,0
6253,L03141,L,302.3,313.6,1689,32.6,203,0,0,0,0,0,0
6254,L03142,L,299.0,309.3,1710,50.7,205,1,0,0,1,0,0
6255,L03143,L,301.2,310.9,1585,46.2,207,0,0,0,0,0,0
